"STREET_NAME","METER_CLASS","DATE_TYPE","TIME_BAND","LAST_RATE","OCCUPANCY_PCT","PROPOSED_RATE","FINAL_RATE","ADJUSTMENT_REASON"
"100-199 10TH ST","GMP","Weekend","6pm-Close",3.25,,3.25,3.25,""
"200-299 10TH ST","Commercial","Weekday","Open-12pm",3.25,33,3,3.25,"Meter payment realization rate threshold applied"
"200-299 10TH ST","Commercial","Weekday","12pm-3pm",3,34,2.75,3,"Meter payment realization rate threshold applied"
"200-299 10TH ST","Commercial","Weekday","3pm-6pm",3,32,2.75,3,"Meter payment realization rate threshold applied"
"200-299 10TH ST","Commercial","Weekday","6pm-Close",3.25,,3.25,3.25,""
"200-299 10TH ST","Commercial","Weekend","Open-12pm",3.25,,3,3.25,"Meter payment realization rate threshold applied"
"200-299 10TH ST","Commercial","Weekend","12pm-3pm",3.25,,3,3.25,"Meter payment realization rate threshold applied"
"200-299 10TH ST","Commercial","Weekend","3pm-6pm",3.25,,3,3.25,"Meter payment realization rate threshold applied"
"200-299 10TH ST","Commercial","Weekend","6pm-Close",3.25,,3.25,3.25,""
"200-299 10TH ST","GMP","Weekday","Open-12pm",3.25,55,3,3.25,"Meter payment realization rate threshold applied"
"200-299 10TH ST","GMP","Weekday","12pm-3pm",3,56,2.75,3,"Meter payment realization rate threshold applied"
"200-299 10TH ST","GMP","Weekday","3pm-6pm",3,53,2.75,3,"Meter payment realization rate threshold applied"
"200-299 10TH ST","GMP","Weekday","6pm-Close",3.25,,3.25,3.25,""
"200-299 10TH ST","GMP","Weekend","Open-12pm",3.25,40,3,3.25,"Meter payment realization rate threshold applied"
"200-299 10TH ST","GMP","Weekend","12pm-3pm",3.25,41,3,3.25,"Meter payment realization rate threshold applied"
"200-299 10TH ST","GMP","Weekend","3pm-6pm",3.25,46,3,3.25,"Meter payment realization rate threshold applied"
"200-299 10TH ST","GMP","Weekend","6pm-Close",3.25,,3.25,3.25,""
"300-399 10TH ST","Commercial","Weekday","Open-12pm",2.25,32,2,2.25,"Meter payment realization rate threshold applied"
"300-399 10TH ST","Commercial","Weekday","12pm-3pm",2.25,32,2,2.25,"Meter payment realization rate threshold applied"
"300-399 10TH ST","Commercial","Weekday","3pm-6pm",2.25,31,2,2.25,"Meter payment realization rate threshold applied"
"300-399 10TH ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"300-399 10TH ST","Commercial","Weekend","Open-12pm",2.25,26,2,2.25,"Meter payment realization rate threshold applied"
"300-399 10TH ST","Commercial","Weekend","12pm-3pm",2.25,26,2,2.25,"Meter payment realization rate threshold applied"
"300-399 10TH ST","Commercial","Weekend","3pm-6pm",2.25,27,2,2.25,"Meter payment realization rate threshold applied"
"300-399 10TH ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"300-399 10TH ST","GMP","Weekday","Open-12pm",2.25,55,2,2.25,"Meter payment realization rate threshold applied"
"300-399 10TH ST","GMP","Weekday","12pm-3pm",2.25,58,2,2.25,"Meter payment realization rate threshold applied"
"300-399 10TH ST","GMP","Weekday","3pm-6pm",2.25,48,2,2.25,"Meter payment realization rate threshold applied"
"300-399 10TH ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"300-399 10TH ST","GMP","Weekend","Open-12pm",2.25,33,2,2.25,"Meter payment realization rate threshold applied"
"300-399 10TH ST","GMP","Weekend","12pm-3pm",2.25,40,2,2.25,"Meter payment realization rate threshold applied"
"300-399 10TH ST","GMP","Weekend","3pm-6pm",2.25,44,2,2.25,"Meter payment realization rate threshold applied"
"300-399 10TH ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"400-498 10TH ST","Commercial","Weekday","Open-12pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"400-498 10TH ST","Commercial","Weekday","12pm-3pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"400-498 10TH ST","Commercial","Weekday","3pm-6pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"400-498 10TH ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"400-498 10TH ST","Commercial","Weekend","Open-12pm",2,,1.75,2,"Meter payment realization rate threshold applied"
"400-498 10TH ST","Commercial","Weekend","12pm-3pm",2,,1.75,2,"Meter payment realization rate threshold applied"
"400-498 10TH ST","Commercial","Weekend","3pm-6pm",2,,1.75,2,"Meter payment realization rate threshold applied"
"400-498 10TH ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"400-498 10TH ST","GMP","Weekday","Open-12pm",2.25,46,2,2.25,"Meter payment realization rate threshold applied"
"400-498 10TH ST","GMP","Weekday","12pm-3pm",2.25,51,2,2.25,"Meter payment realization rate threshold applied"
"400-498 10TH ST","GMP","Weekday","3pm-6pm",2.25,49,2,2.25,"Meter payment realization rate threshold applied"
"400-498 10TH ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"400-498 10TH ST","GMP","Weekend","Open-12pm",2,37,1.75,2,"Meter payment realization rate threshold applied"
"400-498 10TH ST","GMP","Weekend","12pm-3pm",2,47,1.75,2,"Meter payment realization rate threshold applied"
"400-498 10TH ST","GMP","Weekend","3pm-6pm",2,46,1.75,2,"Meter payment realization rate threshold applied"
"400-498 10TH ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"1-99 11TH ST","Commercial","Weekday","Open-12pm",3,32,3,3,""
"1-99 11TH ST","Commercial","Weekday","12pm-3pm",3,33,3,3,""
"1-99 11TH ST","Commercial","Weekday","3pm-6pm",3.25,32,3.25,3.25,""
"1-99 11TH ST","Commercial","Weekday","6pm-Close",3.25,,3.25,3.25,""
"1-99 11TH ST","Commercial","Weekend","Open-12pm",2.5,27,2.5,2.5,""
"1-99 11TH ST","Commercial","Weekend","12pm-3pm",2.5,27,2.5,2.5,""
"1-99 11TH ST","Commercial","Weekend","3pm-6pm",2.5,27,2.5,2.5,""
"1-99 11TH ST","Commercial","Weekend","6pm-Close",3.25,,3.25,3.25,""
"1-99 11TH ST","GMP","Weekday","Open-12pm",3,,3,3,""
"1-99 11TH ST","GMP","Weekday","12pm-3pm",3,,3,3,""
"1-99 11TH ST","GMP","Weekday","3pm-6pm",3.25,,3.25,3.25,""
"1-99 11TH ST","GMP","Weekday","6pm-Close",3.25,,3.25,3.25,""
"1-99 11TH ST","GMP","Weekend","Open-12pm",2.5,,2.5,2.5,""
"1-99 11TH ST","GMP","Weekend","12pm-3pm",2.5,,2.5,2.5,""
"1-99 11TH ST","GMP","Weekend","3pm-6pm",2.5,,2.5,2.5,""
"1-99 11TH ST","GMP","Weekend","6pm-Close",3.25,,3.25,3.25,""
"101-199 11TH ST","Commercial","Weekday","Open-12pm",2.75,34,2.5,2.75,"Meter payment realization rate threshold applied"
"101-199 11TH ST","Commercial","Weekday","12pm-3pm",2.75,32,2.5,2.75,"Meter payment realization rate threshold applied"
"101-199 11TH ST","Commercial","Weekday","3pm-6pm",3.25,30,3,3.25,"Meter payment realization rate threshold applied"
"101-199 11TH ST","Commercial","Weekday","6pm-Close",3.25,,3.25,3.25,""
"101-199 11TH ST","Commercial","Weekend","Open-12pm",2.75,28,2.5,2.5,""
"101-199 11TH ST","Commercial","Weekend","12pm-3pm",2.75,26,2.5,2.5,""
"101-199 11TH ST","Commercial","Weekend","3pm-6pm",2.75,26,2.5,2.5,""
"101-199 11TH ST","Commercial","Weekend","6pm-Close",3.25,,3.25,3.25,""
"101-199 11TH ST","GMP","Weekday","Open-12pm",2.75,58,2.5,2.75,"Meter payment realization rate threshold applied"
"101-199 11TH ST","GMP","Weekday","12pm-3pm",2.75,57,2.5,2.75,"Meter payment realization rate threshold applied"
"101-199 11TH ST","GMP","Weekday","3pm-6pm",3.25,55,3,3.25,"Meter payment realization rate threshold applied"
"101-199 11TH ST","GMP","Weekday","6pm-Close",3.25,,3.25,3.25,""
"101-199 11TH ST","GMP","Weekend","Open-12pm",2.75,58,2.5,2.5,""
"101-199 11TH ST","GMP","Weekend","12pm-3pm",2.75,55,2.5,2.5,""
"101-199 11TH ST","GMP","Weekend","3pm-6pm",2.75,57,2.5,2.5,""
"101-199 11TH ST","GMP","Weekend","6pm-Close",3.25,,3.25,3.25,""
"200-299 11TH ST","Commercial","Weekday","Open-12pm",2,34,2,2,""
"200-299 11TH ST","Commercial","Weekday","12pm-3pm",2,32,2,2,""
"200-299 11TH ST","Commercial","Weekday","3pm-6pm",1.5,34,1.5,1.5,""
"200-299 11TH ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"200-299 11TH ST","Commercial","Weekend","Open-12pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"200-299 11TH ST","Commercial","Weekend","12pm-3pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"200-299 11TH ST","Commercial","Weekend","3pm-6pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"200-299 11TH ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"200-299 11TH ST","GMP","Weekday","Open-12pm",2,72,2,2,""
"200-299 11TH ST","GMP","Weekday","12pm-3pm",2,74,2,2,""
"200-299 11TH ST","GMP","Weekday","3pm-6pm",1.5,71,1.5,1.5,""
"200-299 11TH ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"200-299 11TH ST","GMP","Weekend","Open-12pm",2.25,37,2,2.25,"Meter payment realization rate threshold applied"
"200-299 11TH ST","GMP","Weekend","12pm-3pm",2.25,44,2,2.25,"Meter payment realization rate threshold applied"
"200-299 11TH ST","GMP","Weekend","3pm-6pm",2.25,55,2,2.25,"Meter payment realization rate threshold applied"
"200-299 11TH ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"300-399 11TH ST","Commercial","Weekday","Open-12pm",2,34,2,2,""
"300-399 11TH ST","Commercial","Weekday","12pm-3pm",2.25,36,2.25,2.25,""
"300-399 11TH ST","Commercial","Weekday","3pm-6pm",0.5,34,0.5,0.5,""
"300-399 11TH ST","Commercial","Weekday","6pm-Close",2,,2,2,""
"300-399 11TH ST","Commercial","Weekend","Open-12pm",1.5,26,1.25,1.25,""
"300-399 11TH ST","Commercial","Weekend","12pm-3pm",1.5,31,1.25,1.25,""
"300-399 11TH ST","Commercial","Weekend","3pm-6pm",1.5,26,1.5,1.5,""
"300-399 11TH ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"300-399 11TH ST","GMP","Weekday","Open-12pm",2,69,2,2,""
"300-399 11TH ST","GMP","Weekday","12pm-3pm",2.25,71,2.25,2.25,""
"300-399 11TH ST","GMP","Weekday","3pm-6pm",0.5,66,0.5,0.5,""
"300-399 11TH ST","GMP","Weekday","6pm-Close",2,,2,2,""
"300-399 11TH ST","GMP","Weekend","Open-12pm",1.5,32,1.25,1.25,""
"300-399 11TH ST","GMP","Weekend","12pm-3pm",1.5,47,1.25,1.25,""
"300-399 11TH ST","GMP","Weekend","3pm-6pm",1.5,63,1.5,1.5,""
"300-399 11TH ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"1-99 12TH ST","Commercial","Weekday","Open-12pm",3.25,33,3,3.25,"Meter payment realization rate threshold applied"
"1-99 12TH ST","Commercial","Weekday","12pm-3pm",3.25,33,3,3.25,"Meter payment realization rate threshold applied"
"1-99 12TH ST","Commercial","Weekday","3pm-6pm",3.25,32,3,3.25,"Meter payment realization rate threshold applied"
"1-99 12TH ST","Commercial","Weekday","6pm-Close",3.25,,3.25,3.25,""
"1-99 12TH ST","Commercial","Weekend","Open-12pm",3,34,2.75,3,"Meter payment realization rate threshold applied"
"1-99 12TH ST","Commercial","Weekend","12pm-3pm",3,28,2.75,3,"Meter payment realization rate threshold applied"
"1-99 12TH ST","Commercial","Weekend","3pm-6pm",3.25,29,3,3.25,"Meter payment realization rate threshold applied"
"1-99 12TH ST","Commercial","Weekend","6pm-Close",3.25,,3.25,3.25,""
"1-99 12TH ST","GMP","Weekday","Open-12pm",3.25,40,3,3.25,"Meter payment realization rate threshold applied"
"1-99 12TH ST","GMP","Weekday","12pm-3pm",3.25,42,3,3.25,"Meter payment realization rate threshold applied"
"1-99 12TH ST","GMP","Weekday","3pm-6pm",3.25,48,3,3.25,"Meter payment realization rate threshold applied"
"1-99 12TH ST","GMP","Weekday","6pm-Close",3.25,,3.25,3.25,""
"1-99 12TH ST","GMP","Weekend","Open-12pm",3,49,2.75,3,"Meter payment realization rate threshold applied"
"1-99 12TH ST","GMP","Weekend","12pm-3pm",3,50,2.75,3,"Meter payment realization rate threshold applied"
"1-99 12TH ST","GMP","Weekend","3pm-6pm",3.25,48,3,3.25,"Meter payment realization rate threshold applied"
"1-99 12TH ST","GMP","Weekend","6pm-Close",3.25,,3.25,3.25,""
"101-199 13TH ST","Commercial","Weekday","Open-12pm",2.25,35,2,2.25,"Meter payment realization rate threshold applied"
"101-199 13TH ST","Commercial","Weekday","12pm-3pm",2,32,1.75,2,"Meter payment realization rate threshold applied"
"101-199 13TH ST","Commercial","Weekday","3pm-6pm",1.75,31,1.5,1.75,"Meter payment realization rate threshold applied"
"101-199 13TH ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"101-199 13TH ST","Commercial","Weekend","Open-12pm",2.25,26,2,2.25,"Meter payment realization rate threshold applied"
"101-199 13TH ST","Commercial","Weekend","12pm-3pm",2.25,26,2,2.25,"Meter payment realization rate threshold applied"
"101-199 13TH ST","Commercial","Weekend","3pm-6pm",2.25,26,2,2.25,"Meter payment realization rate threshold applied"
"101-199 13TH ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"101-199 13TH ST","GMP","Weekday","Open-12pm",2.25,40,2,2.25,"Meter payment realization rate threshold applied"
"101-199 13TH ST","GMP","Weekday","12pm-3pm",2,40,1.75,2,"Meter payment realization rate threshold applied"
"101-199 13TH ST","GMP","Weekday","3pm-6pm",1.75,36,1.5,1.75,"Meter payment realization rate threshold applied"
"101-199 13TH ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"101-199 13TH ST","GMP","Weekend","Open-12pm",2.25,27,2,2.25,"Meter payment realization rate threshold applied"
"101-199 13TH ST","GMP","Weekend","12pm-3pm",2.25,28,2,2.25,"Meter payment realization rate threshold applied"
"101-199 13TH ST","GMP","Weekend","3pm-6pm",2.25,29,2,2.25,"Meter payment realization rate threshold applied"
"101-199 13TH ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"200-299 14TH ST","Commercial","Weekday","Open-12pm",2.25,31,2,2.25,"Meter payment realization rate threshold applied"
"200-299 14TH ST","Commercial","Weekday","12pm-3pm",2.25,32,2,2.25,"Meter payment realization rate threshold applied"
"200-299 14TH ST","Commercial","Weekday","3pm-6pm",1.75,31,1.5,1.75,"Meter payment realization rate threshold applied"
"200-299 14TH ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"200-299 14TH ST","Commercial","Weekend","Open-12pm",0.5,28,0.25,0.5,"Meter payment realization rate threshold applied"
"200-299 14TH ST","Commercial","Weekend","12pm-3pm",0.5,36,0.25,0.5,"Meter payment realization rate threshold applied"
"200-299 14TH ST","Commercial","Weekend","3pm-6pm",0.5,34,0.25,0.5,"Meter payment realization rate threshold applied"
"200-299 14TH ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"200-299 14TH ST","GMP","Weekday","Open-12pm",2.25,49,2,2.25,"Meter payment realization rate threshold applied"
"200-299 14TH ST","GMP","Weekday","12pm-3pm",2.25,51,2,2.25,"Meter payment realization rate threshold applied"
"200-299 14TH ST","GMP","Weekday","3pm-6pm",1.75,50,1.5,1.75,"Meter payment realization rate threshold applied"
"200-299 14TH ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"200-299 14TH ST","GMP","Weekend","Open-12pm",0.5,45,0.25,0.5,"Meter payment realization rate threshold applied"
"200-299 14TH ST","GMP","Weekend","12pm-3pm",0.5,54,0.25,0.5,"Meter payment realization rate threshold applied"
"200-299 14TH ST","GMP","Weekend","3pm-6pm",0.5,53,0.25,0.5,"Meter payment realization rate threshold applied"
"200-299 14TH ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"300-399 14TH ST","Commercial","Weekday","Open-12pm",1.25,,1,1,""
"300-399 14TH ST","Commercial","Weekday","12pm-3pm",2.25,,2.25,2.25,""
"300-399 14TH ST","Commercial","Weekday","3pm-6pm",1.5,,1.5,1.5,""
"300-399 14TH ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"300-399 14TH ST","Commercial","Weekend","Open-12pm",0.5,,0.5,0.5,""
"300-399 14TH ST","Commercial","Weekend","12pm-3pm",1,,1,1,""
"300-399 14TH ST","Commercial","Weekend","3pm-6pm",1.75,,1.75,1.75,""
"300-399 14TH ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"300-399 14TH ST","GMP","Weekday","Open-12pm",1.25,55,1,1,""
"300-399 14TH ST","GMP","Weekday","12pm-3pm",2.25,60,2.25,2.25,""
"300-399 14TH ST","GMP","Weekday","3pm-6pm",1.5,64,1.5,1.5,""
"300-399 14TH ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"300-399 14TH ST","GMP","Weekend","Open-12pm",0.5,60,0.5,0.5,""
"300-399 14TH ST","GMP","Weekend","12pm-3pm",1,69,1,1,""
"300-399 14TH ST","GMP","Weekend","3pm-6pm",1.75,76,1.75,1.75,""
"300-399 14TH ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"600-699 14TH ST","Commercial","Weekday","Open-12pm",2,41,2,2,""
"600-699 14TH ST","Commercial","Weekday","12pm-3pm",2.25,38,2.25,2.25,""
"600-699 14TH ST","Commercial","Weekday","3pm-6pm",2,36,2,2,""
"600-699 14TH ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"600-699 14TH ST","Commercial","Weekend","Open-12pm",0.5,32,0.5,0.5,""
"600-699 14TH ST","Commercial","Weekend","12pm-3pm",2.25,40,2.25,2.25,""
"600-699 14TH ST","Commercial","Weekend","3pm-6pm",2,41,2,2,""
"600-699 14TH ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"600-699 14TH ST","GMP","Weekday","Open-12pm",2,61,2,2,""
"600-699 14TH ST","GMP","Weekday","12pm-3pm",2.25,63,2.25,2.25,""
"600-699 14TH ST","GMP","Weekday","3pm-6pm",2,61,2,2,""
"600-699 14TH ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"600-699 14TH ST","GMP","Weekend","Open-12pm",0.5,61,0.5,0.5,""
"600-699 14TH ST","GMP","Weekend","12pm-3pm",2.25,61,2.25,2.25,""
"600-699 14TH ST","GMP","Weekend","3pm-6pm",2,62,2,2,""
"600-699 14TH ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"100-199 15TH ST","Commercial","Weekday","Open-12pm",3.75,,3.5,3.75,"Meter payment realization rate threshold applied"
"100-199 15TH ST","Commercial","Weekday","12pm-3pm",4.25,,4,4.25,"Meter payment realization rate threshold applied"
"100-199 15TH ST","Commercial","Weekday","3pm-6pm",0.75,,0.5,0.75,"Meter payment realization rate threshold applied"
"100-199 15TH ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"100-199 15TH ST","Commercial","Weekend","Open-12pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"100-199 15TH ST","Commercial","Weekend","12pm-3pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"100-199 15TH ST","Commercial","Weekend","3pm-6pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"100-199 15TH ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"100-199 15TH ST","GMP","Weekday","Open-12pm",3.75,40,3.5,3.75,"Meter payment realization rate threshold applied"
"100-199 15TH ST","GMP","Weekday","12pm-3pm",4.25,45,4,4.25,"Meter payment realization rate threshold applied"
"100-199 15TH ST","GMP","Weekday","3pm-6pm",0.75,39,0.5,0.75,"Meter payment realization rate threshold applied"
"100-199 15TH ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"100-199 15TH ST","GMP","Weekend","Open-12pm",2.25,32,2,2.25,"Meter payment realization rate threshold applied"
"100-199 15TH ST","GMP","Weekend","12pm-3pm",2.25,32,2,2.25,"Meter payment realization rate threshold applied"
"100-199 15TH ST","GMP","Weekend","3pm-6pm",2.25,36,2,2.25,"Meter payment realization rate threshold applied"
"100-199 15TH ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"300-399 15TH ST","Commercial","Weekday","Open-12pm",2.5,,2.25,2.5,"Meter payment realization rate threshold applied"
"300-399 15TH ST","Commercial","Weekday","12pm-3pm",3,,2.75,3,"Meter payment realization rate threshold applied"
"300-399 15TH ST","Commercial","Weekday","3pm-6pm",0.75,,0.5,0.75,"Meter payment realization rate threshold applied"
"300-399 15TH ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"300-399 15TH ST","Commercial","Weekend","Open-12pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"300-399 15TH ST","Commercial","Weekend","12pm-3pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"300-399 15TH ST","Commercial","Weekend","3pm-6pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"300-399 15TH ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"300-399 15TH ST","GMP","Weekday","Open-12pm",2.5,43,2.25,2.5,"Meter payment realization rate threshold applied"
"300-399 15TH ST","GMP","Weekday","12pm-3pm",3,45,2.75,3,"Meter payment realization rate threshold applied"
"300-399 15TH ST","GMP","Weekday","3pm-6pm",0.75,41,0.5,0.75,"Meter payment realization rate threshold applied"
"300-399 15TH ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"300-399 15TH ST","GMP","Weekend","Open-12pm",2.25,34,2,2.25,"Meter payment realization rate threshold applied"
"300-399 15TH ST","GMP","Weekend","12pm-3pm",2.25,42,2,2.25,"Meter payment realization rate threshold applied"
"300-399 15TH ST","GMP","Weekend","3pm-6pm",2.25,36,2,2.25,"Meter payment realization rate threshold applied"
"300-399 15TH ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"1500-1599 15TH ST","Commercial","Weekday","Open-12pm",2,,1.75,2,"Meter payment realization rate threshold applied"
"1500-1599 15TH ST","Commercial","Weekday","12pm-3pm",2.25,,2.25,2.25,""
"1500-1599 15TH ST","Commercial","Weekday","3pm-6pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"1500-1599 15TH ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"1500-1599 15TH ST","Commercial","Weekend","Open-12pm",1,,1,1,""
"1500-1599 15TH ST","Commercial","Weekend","12pm-3pm",2.25,,2.25,2.25,""
"1500-1599 15TH ST","Commercial","Weekend","3pm-6pm",2,,2,2,""
"1500-1599 15TH ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"1500-1599 15TH ST","GMP","Weekday","Open-12pm",2,56,1.75,2,"Meter payment realization rate threshold applied"
"1500-1599 15TH ST","GMP","Weekday","12pm-3pm",2.25,60,2.25,2.25,""
"1500-1599 15TH ST","GMP","Weekday","3pm-6pm",2.25,59,2,2.25,"Meter payment realization rate threshold applied"
"1500-1599 15TH ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"1500-1599 15TH ST","GMP","Weekend","Open-12pm",1,60,1,1,""
"1500-1599 15TH ST","GMP","Weekend","12pm-3pm",2.25,65,2.25,2.25,""
"1500-1599 15TH ST","GMP","Weekend","3pm-6pm",2,62,2,2,""
"1500-1599 15TH ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"1600-1699 15TH ST","Commercial","Weekday","Open-12pm",2.25,41,2.25,2.25,""
"1600-1699 15TH ST","Commercial","Weekday","12pm-3pm",2.25,44,2.25,2.25,""
"1600-1699 15TH ST","Commercial","Weekday","3pm-6pm",2.25,43,2.25,2.25,""
"1600-1699 15TH ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"1600-1699 15TH ST","Commercial","Weekend","Open-12pm",1.5,36,1.25,1.25,""
"1600-1699 15TH ST","Commercial","Weekend","12pm-3pm",2.25,33,2.25,2.25,""
"1600-1699 15TH ST","Commercial","Weekend","3pm-6pm",2,41,2,2,""
"1600-1699 15TH ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"1600-1699 15TH ST","GMP","Weekday","Open-12pm",2.25,63,2.25,2.25,""
"1600-1699 15TH ST","GMP","Weekday","12pm-3pm",2.25,66,2.25,2.25,""
"1600-1699 15TH ST","GMP","Weekday","3pm-6pm",2.25,65,2.25,2.25,""
"1600-1699 15TH ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"1600-1699 15TH ST","GMP","Weekend","Open-12pm",1.5,58,1.25,1.25,""
"1600-1699 15TH ST","GMP","Weekend","12pm-3pm",2.25,63,2.25,2.25,""
"1600-1699 15TH ST","GMP","Weekend","3pm-6pm",2,60,2,2,""
"1600-1699 15TH ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"450-499 16TH ST","Commercial","Weekday","Open-12pm",1.5,36,1.5,1.5,""
"450-499 16TH ST","Commercial","Weekday","12pm-3pm",1.5,36,1.5,1.5,""
"450-499 16TH ST","Commercial","Weekday","3pm-6pm",1,36,1,1,""
"450-499 16TH ST","Commercial","Weekday","6pm-Close",0.5,36,0.5,0.5,""
"450-499 16TH ST","Commercial","Weekend","Open-12pm",0.5,32,0.5,0.5,""
"450-499 16TH ST","Commercial","Weekend","12pm-3pm",0.5,33,0.5,0.5,""
"450-499 16TH ST","Commercial","Weekend","3pm-6pm",0.5,34,0.5,0.5,""
"450-499 16TH ST","Commercial","Weekend","6pm-Close",0.5,37,0.5,0.5,""
"450-499 16TH ST","GMP","Weekday","Open-12pm",1.5,,1.5,1.5,""
"450-499 16TH ST","GMP","Weekday","12pm-3pm",1.5,,1.5,1.5,""
"450-499 16TH ST","GMP","Weekday","3pm-6pm",1,,1,1,""
"450-499 16TH ST","GMP","Weekday","6pm-Close",0.5,,0.5,0.5,""
"450-499 16TH ST","GMP","Weekend","Open-12pm",0.5,,0.5,0.5,""
"450-499 16TH ST","GMP","Weekend","12pm-3pm",0.5,,0.5,0.5,""
"450-499 16TH ST","GMP","Weekend","3pm-6pm",0.5,,0.5,0.5,""
"450-499 16TH ST","GMP","Weekend","6pm-Close",0.5,,0.5,0.5,""
"2900-2999 16TH ST","Commercial","Weekday","Open-12pm",2.25,37,2,2.25,"Meter payment realization rate threshold applied"
"2900-2999 16TH ST","Commercial","Weekday","12pm-3pm",2.25,38,2.25,2.25,""
"2900-2999 16TH ST","Commercial","Weekday","3pm-6pm",2,37,2,2,""
"2900-2999 16TH ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"2900-2999 16TH ST","Commercial","Weekend","Open-12pm",1.75,34,1.5,1.5,""
"2900-2999 16TH ST","Commercial","Weekend","12pm-3pm",2.25,37,2.25,2.25,""
"2900-2999 16TH ST","Commercial","Weekend","3pm-6pm",2.25,37,2.25,2.25,""
"2900-2999 16TH ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"2900-2999 16TH ST","GMP","Weekday","Open-12pm",2.25,58,2,2.25,"Meter payment realization rate threshold applied"
"2900-2999 16TH ST","GMP","Weekday","12pm-3pm",2.25,62,2.25,2.25,""
"2900-2999 16TH ST","GMP","Weekday","3pm-6pm",2,60,2,2,""
"2900-2999 16TH ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"2900-2999 16TH ST","GMP","Weekend","Open-12pm",1.75,50,1.5,1.5,""
"2900-2999 16TH ST","GMP","Weekend","12pm-3pm",2.25,71,2.25,2.25,""
